Section,Area,Category,Status,Criteria,Indicator,Procedure
"Security (Is it safe?)","\nBest Build Practices\n\n","Build Quality","1","The software was built and developed according to the industry's best practices for security.\n\n","The product was built with effectively implemented safety features.",null
"Security (Is it safe?)","\nBest Build Practices\n\n","Build Quality","1","The software was built and developed according to the industry's best practices for security.\n\n","The software does not make use of unsafe functions or libraries.",null
"Security (Is it safe?)","\nBest Build Practices\n\n","Build Quality","1","The software was built and developed according to the industry's best practices for security.\n\n","The software is not overly complex.\n\n",null
"Security (Is it safe?)","\nBest Build Practices\n\n","Build Quality","1","The software was built and developed according to the industry's best practices for security.\n\n","The software was built reproducibly.\n\n",null
"Security (Is it safe?)","\nProduct stability\n\n","Build Quality","2","The software is reliable.\n\n","The software is not susceptible to crashes.\n\nIf the program is forced to unexpectedly terminate, it shuts down in a safe and responsible fashion.\n",null
"Security (Is it safe?)","Authentication","Data Security","2","A product has an authentication system that corresponds to the sensitivity of the user data it manages","If a product supports user accounts, it has an authentication system for accessing those accounts",null
"Security (Is it safe?)","Authentication","Data Security","2","A product has an authentication system that corresponds to the sensitivity of the user data it manages","If a product is packaged with an account with default credentials, those credentials are unique to the instance of the product",null
"Security (Is it safe?)","Authentication","Data Security","2","A product has an authentication system that corresponds to the sensitivity of the user data it manages","If a product has an authentication system, the user must authenticate each time they want to use the product",null
"Security (Is it safe?)","Authentication","Data Security","2","A product has an authentication system that corresponds to the sensitivity of the user data it manages","If a product has an authentication system, it requires at least two pieces of information to authenticate users",null
"Security (Is it safe?)","Authentication","Data Security","2","A product has an authentication system that corresponds to the sensitivity of the user data it manages","For products that handle sufficiently sensitive data, users can choose to use multi-factor authentication.",null
"Security (Is it safe?)","Authentication","Data Security","2","A product has an authentication system that corresponds to the sensitivity of the user data it manages","For products that handle sufficiently sensitive data, users can choose to use multi-factor authentication whenever product is activated, or when a device is unreckognized.",null
"Security (Is it safe?)","Authentication","Data Security","2","A product has an authentication system that corresponds to the sensitivity of the user data it manages","If the product uses a password/passphrase for authentication, it requires that passwords are at least 8 characters long",null
"Security (Is it safe?)","Authentication","Data Security","2","A product has an authentication system that corresponds to the sensitivity of the user data it manages","If the product uses a password/passphrase for authentication, the password/passphrase may be at least 20 characters long",null
"Security (Is it safe?)","Authentication","Data Security","2","A product has an authentication system that corresponds to the sensitivity of the user data it manages","If the product uses a password/passphrase for authentication, it requires that passwords are reasonably complex",null
"Security (Is it safe?)","Authentication","Data Security","2","A product has an authentication system that corresponds to the sensitivity of the user data it manages","If the product uses a password/passphrase for authentication, it allows all reasonable characters as input",null
"Security (Is it safe?)","Authentication","Data Security","2","A product has an authentication system that corresponds to the sensitivity of the user data it manages","If the product uses a password/passphrase for authentication, it is compatible with popular password managers.",null
"Security (Is it safe?)","Authentication","Data Security","2","A product that has an authentication system resists attempts to break it","The product allows users to be notified via an out-of-band medium when account security settings are changed.",null
"Security (Is it safe?)","Authentication","Data Security","2","A product that has an authentication system resists attempts to break it","To change a password/passphrase/pin, a user must enter the previous password/passphrase/pin, or have access to a secondary system that is used to reset it.",null
"Security (Is it safe?)","Authentication","Data Security","2","A product that has an authentication system resists attempts to break it","The product notifies users when account security settings have changed.",null
"Security (Is it safe?)","Authentication","Data Security","2","A product that has an authentication system resists attempts to break it","If the product has an authentication system, it also has a system to prevent brute-force/dictionary attacks",null
"Security (Is it safe?)","Encryption\n\n","Data Security","2","Information I provide is encrypted so that it can't be easily read or used by attackers.\n\n","Transmission of user communications or information is encrypted by default.\n\nTransmission of user communications or information is encrypted using unique keys.\n\nUsers can secure their content using end-to-end encryption.\n\nEnd-to-end encryption is enabled by default.\n\nUser information and communications are encrypted by default when at rest.\n\n",null
"Security (Is it safe?)","Known Exploit Resistance","Data Security","2","The product is protected from known software vulnerabilities that present a danger from attackers.","The software is secure against known bugs and types of attacks.",null
"Security (Is it safe?)","Security Oversight","Data Security","1","The company is a responsible caretaker of my data.","The company has systems in place to limit and monitor employee access to user information.\n\nThe company has an internal security team that conducts security audits on the company's products and services.\n\nThe company commissions third-party security audits on its products and services.\nThe company ensures that third-parties who process data on behalf of the company implement the required technical and organizational measures to protect user data.",null
"Security (Is it safe?)","Security over time","Data Security","2","The product is kept protected with software updates for a clearly defined and communicated period of time (i.e., the product life cycle).","The product life cycle is communicated to the potential owner before purchase.",null
"Security (Is it safe?)","Security over time","Data Security","2","The product is kept protected with software updates for a clearly defined and communicated period of time (i.e., the product life cycle).","Software updates are authenticated.",null
"Security (Is it safe?)","Security over time","Data Security","2","The product is kept protected with software updates for a clearly defined and communicated period of time (i.e., the product life cycle).","Automatic software updates",null
"Security (Is it safe?)","Security over time","Data Security","2","The product is kept protected with software updates for a clearly defined and communicated period of time (i.e., the product life cycle).","Notification of software updates",null
"Security (Is it safe?)","Security over time","Data Security","2","The product is kept protected with software updates for a clearly defined and communicated period of time (i.e., the product life cycle).","Ease of installation of software updates",null
"Security (Is it safe?)","Security over time","Data Security","2","The product is kept protected with software updates for a clearly defined and communicated period of time (i.e., the product life cycle).","Software can be kept up-to-date for security issues.",null
"Security (Is it safe?)","Vulnerability disclosure program\n\n","Data Security","1","The company is willing and able to address reports of vulnerabilities.\n\n","The company has a mechanism (ex: a bug bounty program) through which security researchers can submit vulnerabilities they discover.\nThe company discloses the timeframe in which it will review reports of vulnerabilities.\nThe company commits not to pursue legal action against security researchers.\n\n",null
"Security (Is it safe?)","Personal safety","User Safety","3","The company helps me protect myself from grief, abuse, and harassment.","\n\n\n",null
"Privacy (Is it private?)","Data control","Access and Control","1","I can see and control everything the company knows about me.","The definition of 'user information' includes information collected from third-parties.\n\nUsers can control the collection of their information.\n\nUsers can control how their information is used to target advertising.\n\nClear explanation of how users can control whether their information is used for targeted advertising.\n\nUsers can obtain a copy of their information simply and at no cost.\n\nDisclosure of what user information users can obtain\n\nUsers can obtain their information in a structured data format.\n\nUsers can obtain all public-facing and private user information the company hold about them.",null
"Privacy (Is it private?)","Data control","Access and Control","1","I can see and control everything the company knows about me.","Privacy controls exist in the user interface.",null
"Privacy (Is it private?)","Data control","Access and Control","1","I can see and control everything the company knows about me.","Privacy controls in the user interface are effective.",null
"Privacy (Is it private?)","Data sharing","Data Use and Sharing","1","Data sharing is reasonably scoped and transparent.","The company only shares information with third parties as is reasonably necessary to deliver service to\nconsumers.\n\nThe company clearly discloses what user information it shares with whom.\n\nThe company clearly discloses the types of third parties with which it shares user information.\n\nThe company clearly discloses the names of third parties with which it shares user information.\n\nThe company clearly discloses whether it shares user information with government or legal authorities.\n\nThird party domains contacted by the product are named in the privacy policy.",null
"Privacy (Is it private?)","Data use","Data Use and Sharing","1","Data usage is consistent with the context of the relationship with the user and is transparent.","The company puts limits on the use of my data that are consistent with the purpose for which the data is\ncollected.\n\nThe company explicitly discloses every way in which it uses my data.",null
"Privacy (Is it private?)","Data retention and deletion","Data retention","1","The company retains data only as long as relevant and reasonably necessary to provide service to me.","The company on its own deletes outdated and unnecessary personal information, or renders that data to be reasonably deidentified.\nThe company provides specific retention periods for different types of information that are reasonably scoped to get rid of outdated and unnecessary personal information.",null
"Privacy (Is it private?)","Data retention and deletion","Data retention","1","I can delete the data the company has about me that is not needed to provide the serivce.","The company offers easy-to-find and -use controls that allow users to  delete data not necessary to render service.",null
"Privacy (Is it private?)","Data retention and deletion","Data retention","1","My account and information are deleted when I leave the service.","All user information is deleted when the user's service is terminated, or the service no longer operates",null
"Privacy (Is it private?)","Data benefits","Overreach - Collecting Too Much Data",3,"Every piece of data I share brings me a benefit; it doesn't just help the company.","The company clearly discloses its purpose for collecting each type of user information.\n\n",null
"Privacy (Is it private?)","Data collection","Overreach - Collecting Too Much Data","1","I know what user information this company is collecting and when.","Disclosure of the type of user information collected\n\nDisclosure of how user information is collected\n\nTest the product's sensors to determine whether they give clear indication when they become activated.",null
"Privacy (Is it private?)","Minimal data collection","Overreach - Collecting Too Much Data","1","The only information the company collects about me is what's needed to make the product or service work correctly.","The user information collected is only that which is directly relevant and necessary for the service.",null
"Privacy (Is it private?)","Minimal data collection","Overreach - Collecting Too Much Data","1","The only information the company collects about me is what's needed to make the product or service work correctly.","Product still works when all permissions not relevant to product's functionality are declined.",null
"Privacy (Is it private?)","Minimal data collection","Overreach - Collecting Too Much Data","1","The only information the company collects about me is what's needed to make the product or service work correctly.","Manufacturer does not discriminate or other provide a lower level of service if a consumer exercises privacy rights or does not consent to unnecessary secondary data collection or use.",null
"Privacy (Is it private?)","Privacy by default","Overreach - Collecting Too Much Data","2","The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.","Targeted advertising is off by default.",null
"Privacy (Is it private?)","Privacy by default","Overreach - Collecting Too Much Data","2","The default settings in this product prioritize my privacy; to give up privacy, I actually need to change the settings.","User interface settings which are optimal for privacy are set by default.",null
"Ownership (Is it mine?)","Interoperability","Ownership","3","The company does not prohibit use of the product with other, complementary, products.","The manufacturer does not use software, copyright, or other devices to restrict the use of products and services that would otherwise be possible to use with your existing products (e.g., set-top boxes, third party applications, etc.).",null
"Ownership (Is it mine?)","Ownership","Ownership","3","When I buy a product, I own every part of it.","The company does not retain any control or ownership over the operation, use, inputs, or outputs of the product after it has been purchased by the consumer.",null
"Ownership (Is it mine?)","Resale","Ownership","3","I can resell the product to someone and it will still work.","If a consumer sells the product on the private market, the new owner has access to the full functionality of the original product.? Or does the company restrict the transfer of ownership\n\nThe company does not restrict the transfer of ownership.",null
"Ownership (Is it mine?)","Functionality Over Time","Permanence","3","The company commits to maintain the intended functionality of the product for a clearly defined and communicated period of time (i.e., the product life cycle).","The product life cycle is communicated to the potential owner before purchase.\n\nEvery feature of the product will continue to work the stated product life cycle; that is, the manufacturer will not 'brick' certain parts of the product during that time frame.\n\nThe manufacturer will not cease to support the functionality I come to expect during the product life cycle.\n\nReplacement services will exist if the manufacturer ceases to support the functionality during the product life cycle.\n\nThe company commits that, in the event the company is sold or acquired, the new owner will maintain the intended functionality for the full product life cycle.\nThe company has a mechanism (e.g. email address, bug tracker, etc.) through which users, researchers, etc. can tell the company about bugs/problems they discover.",null
"Ownership (Is it mine?)","Process for terms of service enforcement","Permanence","1","I know how, when, and why the company or organization unilaterally closes user account sand/or restricts access to services.","The company or organization clearly explains what types of activities it does not permit.\n\nThe company or organization clearly explains why it may restrict a user’s account.\n\nThe company or organization clearly discloses the mechanisms it uses to identify accounts that violate the rules.\n\nThe company or organization clearly discloses whether any non-government and non-judicial entities receive priority consideration when identifying accounts to be restricted for violating the company’s rules, and if so, how that priority status is conferred.\n\nThe company or organization clearly explains its process for enforcing its rules.\n\nThe company or organization provides clear examples to help the user understand what the rules are and how they are enforced.",null
"Ownership (Is it mine?)","Transparency about Terms of Service enforcement","Permanence","2","I know how often the company or organization unilaterally closes user accounts","The company or organization publishes data about the number of accounts it restricts or closes on its own initiative.\n\nThe company or organization publishes data about the number of accounts it restricts or closes as a result of a government request.\n\nThe company or organization publishes data about the number of accounts it restricts or closes as a result of a request from private third-parties.\n\nThe company or organization clearly discloses that it notifies users when it restricts or closes user accounts.",null
"Ownership (Is it mine?)","Repair Penalty","Right to Repair","3","I am not penalized for getting the product properly repaired by a third party or for repairing it myself.","The company does not penalize consumers (voided warranty, etc.) if they get the product repaired by someone other than the original manufacturer or their authorized representatives.",null
"Ownership (Is it mine?)","Repair Accessibility","Right to Repair","3","The product can be fixed by parties other than the manufacturer.","The company does not use technical, feature-level, or legal means to block a consumer's ability to get a device repaired.\nThere is a competitive market of repair shops.\nRepair shops, other than the manufacturer's, are supported by the original manufacturer.",null
"Governance & Compliance (Are they good?)","Business model","Business Model","3","I understand how the company earns its revenue.","\n\n\n",null
"Governance & Compliance (Are they good?)","Governance","Human Rights & Corporate Social Responsibility","1","The company or organization publicly commits to respect users' human rights to freedom of expression and privacy.","Explicit and clearly articulated policy commitment to human rights, including freedom of expression and privacy",null
"Governance & Compliance (Are they good?)","Governance","Human Rights & Corporate Social Responsibility","1","The company or organization's senior leadership exercises oversight over how its policies and practices affect freedom of expression and privacy.","The board of directors exercises formal oversight over how company practices affect freedom of expression and privacy.\nAn executive-level committee, team, program or officer oversees how company practices affect freedom of expression and privacy.\nA management-level committee, team, program or officer oversees how company practices affect freedom of expression and privacy.",null
"Governance & Compliance (Are they good?)","Governance","Human Rights & Corporate Social Responsibility","1","The company or organization should have mechanisms in place to implement its commitments to freedom of expression and privacy internally.","\nProvides employee, volunteers or other staff training on freedom of expression and privacy issues\nMaintains a whistleblower program through which employees, volunteers or other staff can report concerns related to how the company treats its users’ freedom of expression and privacy rights",null
"Governance & Compliance (Are they good?)","Governance","Human Rights & Corporate Social Responsibility","1","The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.","As part of its decision-making, considers how laws affect freedom of expression and privacy in jurisdictions where it operates\nRegularly assesses free expression and privacy risks associated with existing products and services\nAssesses free expression and privacy risks associated with a new activity, including the launch and/or acquisition of new products or services or entry into new markets\nAssesses free expression and privacy risks associated with the processes and mechanisms used to enforce its Terms of Service\nConducts in-depth due diligence wherever the company’s risk assessments identify concerns\nSenior executives and/or members of the company’s board of directors review and consider the results of assessments and due diligence in decision-making for the company\nConducts assessments on a regular schedule",null
"Governance & Compliance (Are they good?)","Governance","Human Rights & Corporate Social Responsibility","1","The company or organization engages with a range of stakeholders on freedom of expression and privacy issues.","The company initiates or participates in meetings with stakeholders that represent, advocate on behalf of, or are people directly and adversely impacted by the company’s business",null
"Governance & Compliance (Are they good?)","Governance","Human Rights & Corporate Social Responsibility","1","The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.","\nThe company initiates or participates in meetings with stakeholders that represent, advocate on behalf of, or are people directly and adversely impacted by the company’s business\nClear disclosure of processes for receiving complaints\nProcess includes complaints related to freedom of expression and privacy\nClear disclosure of process for responding to complaints\nThe company reports on the number of complaints received.\nThe company provides evidence that it is responding to complaints.",null
"Governance & Compliance (Are they good?)","Open Innovation","Open","3","The company works to advance all technology and innovation, not just its own interests.","\n\n\n",null
"Governance & Compliance (Are they good?)","Open Source","Open","1","The product's source code is publicly available and reusable.","Software is open source, meaning published under a license approved and listed by the Open Source Initiative. (https://opensource.org/licenses/alphabetical)",null
"Governance & Compliance (Are they good?)","Terms of Service and Privacy Policy documents","Privacy Policy & Terms of Service","1","I can easily find, read, and understand the privacy policy and/or terms of service.","The company clearly discloses which Terms of Service (ToS) apply to the product/service in question.\nThe ToS are easy to find.\n\nThe ToS are available in the language(s) most commonly spoken by the company's users.\nPrivacy policies and ToS are accessible through the company's websites and are available for search engines to process.\nPrivacy policies and ToS are accessible via a stable URL.\nPrivacy policies and ToS for specific devices are available online.\nThe ToS are presented in an understandable manner.\nThe company clearly discloses which privacy policies apply to the product/service in question.\nThe privacy policies are easy to find.\nThe privacy policies are available in the languages(s) most commonly spoken by the company's users.\n\nThe privacy policies are presented in an understandable manner.",null
"Governance & Compliance (Are they good?)","ToS & Privacy Policy change notification","Privacy Policy & Terms of Service","1","The company provides clear notification when it changes its privacy policy and/or terms of service.","Commitment to notify users about changes to the terms of service\n\nDisclosure of how users will be directly notified of changes to the terms of service\n\nDisclosure of timeframe for notification prior to changes to the terms of service coming into effect\n\nMaintains a public archive or change log of the terms of service\n\nCommitment to notify users about change to the privacy policy\n\nDisclosure of how users will be directly notified of changes to the privacy policy\n\nDisclosure of timeframe for notification prior to changes to the privacy policy coming into effect\n\nMaintains a public archive or change log of the privacy policy",null
"Governance & Compliance (Are they good?)","3rd party requests for user data","Transparency","1","The company complies only with legal and ethical third-party requests for user information.","The company explains its process for responding to non-judicial government requests.\n\nThe company explains its process for responding to court orders.\n\nThe company explains its process for responding to requests from foreign jurisdictions.\n\nThe company explains its process for responding to requests made by private parties.\n\nThe company’s explanations include the legal basis under which it may comply.\n\nThe company commits to carry out due diligence on requests before deciding how to respond and to push back on unlawful requests.\n\nThe company provides guidance or examples of implementation of its process.",null
"Governance & Compliance (Are they good?)","Identity policy","Transparency","1","I can register using any name and identifying characteristics I wish, or keep my identity completely anonymous.","The company does not require users to verify their identity with their government-issued identification, or with other forms of identification that could be connected to their offline identity.",null
"Governance & Compliance (Are they good?)","Threat Notification","Transparency","1","The company notifies appropriate authorities and those affected when a data breach occurs.","The company will notify the relevant authorities without undue delay when a data breach occurs.\n\nThe company clearly discloses its process for notifying data subjects who might be affected by a data breach.\n\nThe company clearly discloses what kinds of steps it will take to address the impact of a data breach on its users.",null
"Governance & Compliance (Are they good?)","Transparency reporting","Transparency","1","The company is transparent about its practices for sharing user data with the government and other third parties.","The company lists the number of requests it receives by country.\n\nThe company lists the number of requests it receives for stored user information and for real-time communications access.\n\nThe company lists the number of accounts affected.\n\nThe company lists whether a demand sought communications content or non-content or both.\n\nThe company identifies the specific legal authority or type of legal process through which law enforcement and national security demands are made.\n\nThe company includes requests that come from court orders.\nThe company list the number of requests it receives from private parties.\n\nThe company lists the number of requests it complied with, broken down by category of demand.\n\nThe company lists what types of government requests it is prohibited by law from disclosing.\n\nThe company reports this data at least once per year.\n\nThe data reported by the company can be exported as a structured data file.",null
"Governance & Compliance (Are they good?)","User notification about third-party requests for user information","Transparency","1","The company tells me if the government or other third parties ask for my information.","The company notifies users when government entities (including courts or other judicial bodies) request their user information.\nThe company notifies users when private parties request their user information.\nThe company clearly discloses situations when it might not notify users, including a description of the types of government requests it is prohibited by law from disclosing to users.",null
